year,month,day,hour,minute,second,temperature
2023,11,10,10,28,15.00,22.00
2023,11,10,10,28,16.00,22.00
2023,11,10,10,28,17.00,22.00
2023,11,10,10,28,19.00,22.00
2023,11,10,10,28,20.00,22.00
2023,11,10,10,28,22.00,22.00
2023,11,10,10,28,23.00,22.00
2023,11,10,10,28,24.00,22.00
2023,11,10,10,28,26.00,22.00
2023,11,10,10,28,27.00,22.00
2023,11,10,10,28,29.00,22.00
2023,11,10,10,28,30.00,22.00
2023,11,10,10,28,31.00,22.00
2023,11,10,10,28,33.00,22.00
2023,11,10,10,28,34.00,22.00
2023,11,10,10,28,36.00,22.00
2023,11,10,10,28,37.00,22.00
2023,11,10,10,28,38.00,22.00
2023,11,10,10,28,40.00,22.00
2023,11,10,10,28,41.00,22.00
2023,11,10,10,28,43.00,22.00
2023,11,10,10,28,44.00,22.00
2023,11,10,10,28,45.00,22.00
2023,11,10,10,28,47.00,22.00
2023,11,10,10,28,48.00,22.00
2023,11,10,10,28,50.00,22.00
2023,11,10,10,29,12.00,22.00
2023,11,10,10,29,14.00,22.00
2023,11,10,10,29,15.00,22.00
2023,11,10,10,29,16.00,22.00
2023,11,10,10,29,18.00,22.00
2023,11,10,10,29,19.00,22.00
2023,11,10,10,29,21.00,22.00
2023,11,10,10,29,22.00,22.00
2023,11,10,10,29,23.00,22.00
2023,11,10,10,29,25.00,22.00
2023,11,10,10,29,26.00,22.00
2023,11,10,10,29,27.00,22.00
2023,11,10,10,29,29.00,22.00
2023,11,10,10,29,30.00,22.00
2023,11,10,10,29,32.00,22.00
2023,11,10,10,29,33.00,22.00
2023,11,10,10,29,34.00,22.00
2023,11,10,10,29,36.00,22.00
2023,11,10,10,29,39.00,22.00
2023,11,10,10,29,40.00,22.00
2023,11,10,10,29,41.00,22.00
2023,11,10,10,29,43.00,22.00
2023,11,10,10,29,44.00,22.00
2023,11,10,10,29,46.00,22.00
2023,11,10,10,29,47.00,22.00
2023,11,10,10,29,48.00,22.00
2023,11,10,10,29,50.00,22.00
2023,11,10,10,29,51.00,22.00
2023,11,10,10,29,53.00,22.00
2023,11,10,10,29,54.00,22.00
2023,11,10,10,29,55.00,22.00
2023,11,10,10,29,57.00,22.00
2023,11,10,10,29,58.00,22.00
2023,11,10,10,29,59.00,22.00
2023,11,10,10,30,1.00,22.00
2023,11,10,10,30,2.00,22.00
2023,11,10,10,30,4.00,22.00
2023,11,10,10,30,5.00,22.00
2023,11,10,10,30,6.00,22.00
2023,11,10,10,30,8.00,22.00
2023,11,10,10,30,9.00,22.00
2023,11,10,10,30,11.00,22.00
2023,11,10,10,30,12.00,22.00
2023,11,10,10,30,13.00,22.00
2023,11,10,10,30,15.00,22.00
2023,11,10,10,30,16.00,22.00
2023,11,10,10,30,18.00,22.00
2023,11,10,10,30,19.00,22.00
2023,11,10,10,30,20.00,22.00
2023,11,10,10,30,22.00,22.00
2023,11,10,10,30,24.00,22.00
2023,11,10,10,30,25.00,22.00
2023,11,10,10,30,26.00,22.00
2023,11,10,10,30,27.00,22.00
2023,11,10,10,30,29.00,22.00
2023,11,10,10,30,30.00,22.00
2023,11,10,10,30,32.00,22.00
2023,11,10,10,30,33.00,22.00
2023,11,10,10,30,34.00,22.00
2023,11,10,10,30,36.00,22.00
2023,11,10,10,30,37.00,22.00
2023,11,10,10,30,39.00,22.00
2023,11,10,10,30,40.00,22.00
2023,11,10,10,30,41.00,22.00
2023,11,10,10,30,43.00,22.00
2023,11,10,10,30,44.00,22.00
2023,11,10,10,30,46.00,22.00
2023,11,10,10,30,47.00,22.00
2023,11,10,10,30,48.00,22.00
2023,11,10,10,30,50.00,22.00
2023,11,10,10,30,51.00,22.00
2023,11,10,10,30,52.00,22.00
2023,11,10,10,30,54.00,22.00
2023,11,10,10,30,55.00,22.00
2023,11,10,10,30,57.00,22.00
2023,11,10,10,30,58.00,22.00
2023,11,10,10,30,59.00,22.00
2023,11,10,10,31,1.00,22.00
2023,11,10,10,31,2.00,22.00
2023,11,10,10,31,4.00,22.00
2023,11,10,10,31,5.00,22.00
2023,11,10,10,31,6.00,22.00
2023,11,10,10,31,8.00,22.00
2023,11,10,10,31,9.00,22.00
2023,11,10,10,31,11.00,22.00
2023,11,10,10,31,12.00,22.00
2023,11,10,10,31,13.00,22.00
2023,11,10,10,31,15.00,22.00
2023,11,10,10,31,16.00,22.00
2023,11,10,10,31,18.00,22.00
2023,11,10,10,31,19.00,22.00
2023,11,10,10,31,20.00,22.00
2023,11,10,10,31,22.00,22.00
2023,11,10,10,31,23.00,22.00
2023,11,10,10,31,25.00,22.00
2023,11,10,10,31,26.00,22.00
2023,11,10,10,31,27.00,22.00
2023,11,10,10,31,29.00,22.00
2023,11,10,10,31,30.00,22.00
2023,11,10,10,31,31.00,22.00
2023,11,10,10,31,33.00,22.00
2023,11,10,10,31,34.00,22.00
2023,11,10,10,31,36.00,22.00
2023,11,10,10,31,37.00,22.00
2023,11,10,10,31,38.00,22.00
2023,11,10,10,31,40.00,22.00
2023,11,10,10,31,41.00,22.00
2023,11,10,10,31,43.00,22.00
2023,11,10,10,31,44.00,22.00
2023,11,10,10,31,45.00,22.00
2023,11,10,10,31,47.00,22.00
2023,11,10,10,31,48.00,22.00
2023,11,10,10,31,50.00,22.00
2023,11,10,10,31,51.00,22.00
2023,11,10,10,31,52.00,22.00
2023,11,10,10,31,54.00,22.00
2023,11,10,10,31,55.00,22.00
2023,11,10,10,31,57.00,22.00
2023,11,10,10,31,58.00,22.00
2023,11,10,10,31,59.00,22.00
2023,11,10,10,32,1.00,22.00
2023,11,10,10,32,2.00,22.00
2023,11,10,10,32,4.00,22.00
2023,11,10,10,32,5.00,22.00
2023,11,10,10,32,6.00,22.00
2023,11,10,10,32,8.00,22.00
2023,11,10,10,32,9.00,22.00
2023,11,10,10,32,11.00,22.00
2023,11,10,10,32,12.00,22.00
2023,11,10,10,32,13.00,22.00
2023,11,10,10,32,15.00,22.00
2023,11,10,10,32,16.00,22.00
2023,11,10,10,32,17.00,22.00
2023,11,10,10,32,19.00,22.00
2023,11,10,10,32,20.00,22.00
2023,11,10,10,32,22.00,22.00
2023,11,10,10,32,23.00,22.00
2023,11,10,10,32,24.00,22.00
2023,11,10,10,32,26.00,22.00
2023,11,10,10,32,27.00,22.00
2023,11,10,10,32,29.00,22.00
2023,11,10,10,32,30.00,22.00
2023,11,10,10,32,31.00,22.00
2023,11,10,10,32,33.00,22.00
2023,11,10,10,32,34.00,22.00
2023,11,10,10,32,36.00,22.00
2023,11,10,10,32,37.00,22.00
2023,11,10,10,32,38.00,22.00
2023,11,10,10,32,40.00,22.00
2023,11,10,10,32,41.00,22.00
2023,11,10,10,32,43.00,22.00
2023,11,10,10,32,44.00,22.00
2023,11,10,10,32,45.00,22.00
2023,11,10,10,32,47.00,22.00
2023,11,10,10,32,48.00,22.00
2023,11,10,10,32,49.00,22.00
2023,11,10,10,32,51.00,22.00
2023,11,10,10,32,52.00,22.00
2023,11,10,10,32,54.00,22.00
2023,11,10,10,32,55.00,22.00
2023,11,10,10,32,56.00,22.00
2023,11,10,10,32,58.00,22.00
2023,11,10,10,32,59.00,22.00
2023,11,10,10,33,1.00,22.00
2023,11,10,10,33,2.00,22.00
2023,11,10,10,33,3.00,22.00
2023,11,10,10,33,5.00,22.00
2023,11,10,10,33,6.00,22.00
2023,11,10,10,33,8.00,22.00
2023,11,10,10,33,9.00,22.00
2023,11,10,10,33,10.00,22.00
2023,11,10,10,33,12.00,22.00
2023,11,10,10,33,13.00,22.00
2023,11,10,10,33,15.00,22.00
2023,11,10,10,33,16.00,22.00
2023,11,10,10,33,17.00,22.00
2023,11,10,10,33,19.00,22.00
2023,11,10,10,33,20.00,22.00
2023,11,10,10,33,22.00,22.00
2023,11,10,10,33,23.00,22.00
2023,11,10,10,33,24.00,22.00
2023,11,10,10,33,26.00,22.00
2023,11,10,10,33,27.00,22.00
2023,11,10,10,33,28.00,22.00
2023,11,10,10,33,30.00,22.00
2023,11,10,10,33,31.00,22.00
2023,11,10,10,33,33.00,22.00
2023,11,10,10,33,34.00,22.00
2023,11,10,10,33,35.00,22.00
2023,11,10,10,33,37.00,22.00
2023,11,10,10,33,38.00,22.00
2023,11,10,10,33,40.00,22.00
2023,11,10,10,33,41.00,22.00
2023,11,10,10,33,42.00,22.00
2023,11,10,10,33,44.00,22.00
2023,11,10,10,33,45.00,22.00
2023,11,10,10,33,47.00,22.00
2023,11,10,10,33,49.00,22.00
2023,11,10,10,33,51.00,22.00
2023,11,10,10,33,52.00,22.00
2023,11,10,10,33,55.00,22.00
2023,11,10,10,33,56.00,22.00
2023,11,10,10,33,58.00,22.00
2023,11,10,10,33,59.00,22.00
2023,11,10,10,34,1.00,22.00
2023,11,10,10,34,2.00,22.00
2023,11,10,10,34,3.00,22.00
2023,11,10,10,34,5.00,22.00
2023,11,10,10,34,6.00,22.00
2023,11,10,10,34,7.00,22.00
2023,11,10,10,34,9.00,22.00
2023,11,10,10,34,10.00,22.00
2023,11,10,10,34,12.00,22.00
2023,11,10,10,34,13.00,22.00
2023,11,10,10,34,14.00,22.00
2023,11,10,10,34,16.00,22.00
2023,11,10,10,34,17.00,22.00
2023,11,10,10,34,19.00,22.00
2023,11,10,10,34,20.00,22.00
2023,11,10,10,34,21.00,22.00
2023,11,10,10,34,23.00,22.00
2023,11,10,10,34,24.00,22.00
2023,11,10,10,34,26.00,22.00
2023,11,10,10,34,27.00,22.00
2023,11,10,10,34,28.00,22.00
2023,11,10,10,34,30.00,22.00
2023,11,10,10,34,31.00,22.00
2023,11,10,10,34,33.00,22.00
2023,11,10,10,34,34.00,22.00
2023,11,10,10,34,35.00,22.00
2023,11,10,10,34,37.00,22.00
2023,11,10,10,34,38.00,22.00
2023,11,10,10,34,39.00,22.00
2023,11,10,10,34,41.00,22.00
2023,11,10,10,34,42.00,22.00
2023,11,10,10,34,44.00,22.00
2023,11,10,10,34,45.00,22.00
2023,11,10,10,34,46.00,22.00
2023,11,10,10,34,48.00,22.00
2023,11,10,10,34,49.00,22.00
2023,11,10,10,34,51.00,22.00
2023,11,10,10,34,52.00,22.00
2023,11,10,10,34,53.00,22.00
2023,11,10,10,34,55.00,22.00
2023,11,10,10,34,56.00,22.00
2023,11,10,10,34,58.00,22.00
2023,11,10,10,34,59.00,22.00
2023,11,10,10,35,0.00,22.00
2023,11,10,10,35,2.00,22.00
2023,11,10,10,35,3.00,22.00
2023,11,10,10,35,5.00,22.00
2023,11,10,10,35,6.00,22.00
2023,11,10,10,35,7.00,22.00
2023,11,10,10,35,9.00,22.00
2023,11,10,10,35,10.00,22.00
2023,11,10,10,35,12.00,22.00
2023,11,10,10,35,13.00,22.00
2023,11,10,10,35,14.00,22.00
2023,11,10,10,35,16.00,22.00
2023,11,10,10,35,17.00,22.00
2023,11,10,10,35,19.00,22.00
2023,11,10,10,35,20.00,22.00
2023,11,10,10,35,21.00,22.00
2023,11,10,10,35,23.00,22.00
2023,11,10,10,35,24.00,22.00
2023,11,10,10,35,25.00,22.00
2023,11,10,10,35,27.00,22.00
2023,11,10,10,35,28.00,22.00
2023,11,10,10,35,30.00,22.00
2023,11,10,10,35,52.00,22.00
2023,11,10,10,36,35.00,17.00
2023,11,10,10,37,1.00,22.00
2023,11,10,10,37,24.00,17.00
2023,11,10,10,37,56.00,22.00
2023,11,10,10,37,57.00,22.00
2023,11,10,10,37,59.00,22.00
2023,11,10,10,38,0.00,22.00
2023,11,10,10,38,2.00,22.00
2023,11,10,10,38,3.00,22.00
2023,11,10,10,38,4.00,22.00
2023,11,10,10,38,6.00,22.00
2023,11,10,10,38,7.00,22.00
2023,11,10,10,38,9.00,22.00
2023,11,10,10,38,10.00,22.00
2023,11,10,10,38,11.00,22.00
2023,11,10,10,38,13.00,22.00
2023,11,10,10,38,14.00,22.00
2023,11,10,10,38,17.00,22.00
2023,11,10,10,38,18.00,22.00
2023,11,10,10,38,20.00,22.00
2023,11,10,10,38,21.00,22.00
2023,11,10,10,38,22.00,22.00
2023,11,10,10,38,24.00,22.00
2023,11,10,10,38,25.00,22.00
2023,11,10,10,38,27.00,22.00
2023,11,10,10,38,28.00,22.00
2023,11,10,10,38,29.00,22.00
2023,11,10,10,38,31.00,22.00
2023,11,10,10,38,32.00,22.00
2023,11,10,10,38,34.00,22.00
2023,11,10,10,38,35.00,22.00
2023,11,10,10,38,36.00,22.00
2023,11,10,10,38,38.00,22.00
2023,11,10,10,39,0.00,22.00
2023,11,10,10,39,2.00,22.00
2023,11,10,10,39,3.00,22.00
2023,11,10,10,39,5.00,22.00
2023,11,10,10,39,6.00,22.00
2023,11,10,10,39,7.00,22.00
2023,11,10,10,39,9.00,22.00
2023,11,10,10,39,10.00,22.00
2023,11,10,10,39,11.00,22.00
2023,11,10,10,39,13.00,22.00
2023,11,10,10,39,14.00,22.00
2023,11,10,10,39,16.00,22.00
2023,11,10,10,40,3.00,22.00
2023,11,10,10,40,5.00,22.00
2023,11,10,10,40,6.00,22.00
2023,11,10,10,40,7.00,22.00
2023,11,10,10,40,9.00,22.00
2023,11,10,10,40,10.00,22.00
2023,11,10,10,40,12.00,22.00
2023,11,10,10,40,13.00,22.00
2023,11,10,10,40,14.00,22.00
2023,11,10,10,40,16.00,22.00
2023,11,10,10,40,17.00,22.00
2023,11,10,10,40,19.00,22.00
2023,11,10,10,40,20.00,22.00
2023,11,10,10,40,21.00,22.00
2023,11,10,10,40,23.00,22.00
2023,11,10,10,40,24.00,22.00
2023,11,10,10,40,26.00,22.00
2023,11,10,10,40,27.00,22.00
2023,11,10,10,40,28.00,22.00
2023,11,10,10,40,30.00,22.00
2023,11,10,10,40,31.00,22.00
2023,11,10,10,40,33.00,22.00
2023,11,10,10,40,34.00,22.00
2023,11,10,10,40,35.00,22.00
2023,11,10,10,40,37.00,22.00
2023,11,10,10,40,38.00,22.00
2023,11,10,10,40,40.00,22.00
2023,11,10,10,40,41.00,22.00
2023,11,10,10,40,42.00,22.00
2023,11,10,10,40,44.00,22.00
2023,11,10,10,40,45.00,22.00
2023,11,10,10,40,46.00,22.00
2023,11,10,10,40,48.00,22.00
2023,11,10,10,40,49.00,22.00
2023,11,10,10,40,51.00,22.00
2023,11,10,10,40,52.00,22.00
2023,11,10,10,40,53.00,22.00
2023,11,10,10,40,55.00,22.00
2023,11,10,10,40,56.00,22.00
2023,11,10,10,40,58.00,22.00
2023,11,10,10,40,59.00,22.00
2023,11,10,10,41,0.00,22.00
2023,11,10,10,41,2.00,22.00
2023,11,10,10,41,3.00,22.00
2023,11,10,10,41,5.00,22.00
2023,11,10,10,41,6.00,22.00
2023,11,10,10,41,7.00,22.00
2023,11,10,10,41,29.00,22.00
2023,11,10,10,41,30.00,22.00
2023,11,10,10,41,32.00,22.00
2023,11,10,10,41,33.00,22.00
2023,11,10,10,41,35.00,22.00
2023,11,10,10,41,36.00,22.00
2023,11,10,10,41,37.00,22.00
2023,11,10,10,41,39.00,22.00
2023,11,10,10,41,40.00,22.00
2023,11,10,10,41,41.00,22.00
2023,11,10,10,41,43.00,22.00
2023,11,10,10,41,44.00,22.00
2023,11,10,10,41,46.00,22.00
2023,11,10,10,41,47.00,22.00
2023,11,10,10,41,48.00,22.00
2023,11,10,10,41,50.00,22.00
2023,11,10,10,41,51.00,22.00
2023,11,10,10,41,53.00,22.00
2023,11,10,10,41,54.00,22.00
2023,11,10,10,41,55.00,22.00
2023,11,10,10,41,57.00,22.00
2023,11,10,10,42,19.00,22.00
2023,11,10,10,42,20.00,22.00
2023,11,10,10,42,22.00,22.00
2023,11,10,10,42,23.00,22.00
2023,11,10,10,42,24.00,22.00
2023,11,10,10,42,26.00,22.00
2023,11,10,10,42,27.00,22.00
2023,11,10,10,42,29.00,22.00
2023,11,10,10,42,30.00,22.00
2023,11,10,10,42,31.00,22.00
2023,11,10,10,42,33.00,22.00
2023,11,10,10,42,34.00,22.00
2023,11,10,10,42,36.00,22.00
2023,11,10,10,42,37.00,22.00
2023,11,10,10,42,38.00,22.00
2023,11,10,10,42,40.00,22.00
2023,11,10,10,42,41.00,22.00
2023,11,10,10,42,43.00,22.00
2023,11,10,10,42,44.00,22.00
2023,11,10,10,42,45.00,22.00
2023,11,10,10,42,47.00,22.00
2023,11,10,10,42,48.00,22.00
2023,11,10,10,42,50.00,22.00
2023,11,10,10,42,51.00,22.00
2023,11,10,10,42,52.00,22.00
2023,11,10,10,42,54.00,22.00
2023,11,10,10,42,55.00,22.00
2023,11,10,10,42,57.00,22.00
2023,11,10,10,42,58.00,22.00
2023,11,10,10,42,59.00,22.00
2023,11,10,10,43,1.00,22.00
2023,11,10,10,43,2.00,22.00
2023,11,10,10,43,4.00,22.00
2023,11,10,10,43,5.00,22.00
2023,11,10,10,43,27.00,22.00
2023,11,10,10,43,29.00,22.00
2023,11,10,10,43,30.00,22.00
2023,11,10,10,43,32.00,22.00
2023,11,10,10,43,33.00,22.00
2023,11,10,10,43,34.00,22.00
2023,11,10,10,43,36.00,22.00
2023,11,10,10,43,37.00,22.00
2023,11,10,10,43,39.00,22.00
2023,11,10,10,43,40.00,22.00
2023,11,10,10,43,41.00,22.00
2023,11,10,10,43,43.00,22.00
2023,11,10,10,43,44.00,22.00
2023,11,10,10,43,45.00,22.00
2023,11,10,10,43,47.00,22.00
2023,11,10,10,43,48.00,22.00
2023,11,10,10,43,50.00,22.00
2023,11,10,10,43,51.00,22.00
2023,11,10,10,43,52.00,22.00
2023,11,10,10,43,54.00,22.00
2023,11,10,10,43,55.00,22.00
2023,11,10,10,43,57.00,22.00
2023,11,10,10,43,58.00,22.00
2023,11,10,10,43,59.00,22.00
2023,11,10,10,44,1.00,22.00
2023,11,10,10,44,2.00,22.00
2023,11,10,10,44,4.00,22.00
2023,11,10,10,44,5.00,22.00
2023,11,10,10,44,6.00,22.00
2023,11,10,10,44,8.00,22.00
2023,11,10,10,44,9.00,22.00
2023,11,10,10,44,11.00,22.00
2023,11,10,10,44,12.00,22.00
2023,11,10,10,44,13.00,22.00
2023,11,10,10,44,15.00,22.00
2023,11,10,10,44,16.00,22.00
2023,11,10,10,44,18.00,22.00
2023,11,10,10,44,19.00,22.00
2023,11,10,10,44,20.00,22.00
2023,11,10,10,44,22.00,22.00
2023,11,10,10,44,23.00,22.00
2023,11,10,10,44,25.00,22.00
2023,11,10,10,44,26.00,22.00
2023,11,10,10,44,27.00,22.00
2023,11,10,10,44,29.00,22.00
2023,11,10,10,44,30.00,22.00
2023,11,10,10,44,32.00,22.00
2023,11,10,10,44,33.00,22.00
2023,11,10,10,44,34.00,22.00
2023,11,10,10,44,36.00,22.00
2023,11,10,10,44,37.00,22.00
2023,11,10,10,44,38.00,22.00
2023,11,10,10,44,40.00,22.00
2023,11,10,10,44,41.00,22.00
2023,11,10,10,44,43.00,22.00
2023,11,10,10,44,44.00,22.00
2023,11,10,10,44,45.00,22.00
2023,11,10,10,44,47.00,22.00
2023,11,10,10,44,48.00,22.00
2023,11,10,10,44,50.00,22.00
2023,11,10,10,44,51.00,22.00
2023,11,10,10,44,52.00,22.00
2023,11,10,10,44,54.00,22.00
2023,11,10,10,44,55.00,22.00
2023,11,10,10,44,58.00,22.00
2023,11,10,10,44,59.00,22.00
2023,11,10,10,45,1.00,22.00
2023,11,10,10,45,2.00,22.00
2023,11,10,10,45,4.00,22.00
2023,11,10,10,45,5.00,22.00
2023,11,10,10,45,6.00,22.00
2023,11,10,10,45,8.00,22.00
2023,11,10,10,45,9.00,22.00
2023,11,10,10,45,11.00,22.00
2023,11,10,10,45,12.00,22.00
2023,11,10,10,45,15.00,22.00
2023,11,10,10,45,15.00,22.00
2023,11,10,10,45,16.00,22.00
2023,11,10,10,46,30.00,22.00
2023,11,10,10,46,32.00,22.00
2023,11,10,10,46,33.00,22.00
2023,11,10,10,46,34.00,22.00
2023,11,10,10,46,36.00,22.00
2023,11,10,10,46,37.00,22.00
2023,11,10,10,46,39.00,22.00
2023,11,10,10,46,40.00,22.00
2023,11,10,10,46,41.00,22.00
2023,11,10,10,46,43.00,22.00
2023,11,10,10,46,44.00,22.00
2023,11,10,10,46,45.00,22.00
2023,11,10,10,46,48.00,22.00
2023,11,10,10,46,50.00,22.00
2023,11,10,10,46,51.00,22.00
2023,11,10,10,46,52.00,22.00
2023,11,10,10,46,54.00,22.00
2023,11,10,10,46,55.00,22.00
2023,11,10,10,46,57.00,22.00
2023,11,10,10,46,58.00,22.00
2023,11,10,10,46,59.00,22.00
2023,11,10,10,47,1.00,22.00
2023,11,10,10,47,2.00,22.00
2023,11,10,10,47,4.00,22.00
2023,11,10,10,47,5.00,22.00
2023,11,10,10,47,8.00,22.00
2023,11,10,10,47,8.00,22.00
2023,11,10,10,47,9.00,22.00
2023,11,10,10,47,11.00,22.00
2023,11,10,10,47,12.00,22.00
2023,11,10,10,47,13.00,22.00
2023,11,10,10,47,15.00,22.00
2023,11,10,10,47,16.00,22.00
2023,11,10,10,47,18.00,22.00
2023,11,10,10,47,19.00,22.00
2023,11,10,10,47,20.00,22.00
2023,11,10,10,47,22.00,22.00
2023,11,10,10,47,23.00,22.00
2023,11,10,10,47,25.00,22.00
2023,11,10,10,47,26.00,22.00
2023,11,10,10,47,27.00,22.00
2023,11,10,10,47,29.00,22.00
2023,11,10,10,47,30.00,22.00
2023,11,10,10,47,52.00,22.00
2023,11,10,10,50,29.00,22.00
2023,11,10,10,50,30.00,22.00
2023,11,10,10,50,32.00,22.00
2023,11,10,10,50,33.00,22.00
2023,11,10,10,50,34.00,22.00
2023,11,10,10,50,36.00,22.00
2023,11,10,10,50,37.00,22.00
2023,11,10,10,50,38.00,22.00
2023,11,10,10,50,40.00,22.00
2023,11,10,10,50,41.00,22.00
2023,11,10,10,50,43.00,22.00
2023,11,10,10,50,44.00,22.00
2023,11,10,10,50,45.00,22.00
2023,11,10,10,50,47.00,22.00
2023,11,10,10,50,48.00,22.00
2023,11,10,10,50,50.00,22.00
2023,11,10,10,50,51.00,22.00
2023,11,10,10,50,52.00,22.00
2023,11,10,10,50,54.00,22.00
2023,11,10,10,50,55.00,22.00
2023,11,10,10,50,57.00,22.00
2023,11,10,10,50,58.00,22.00
2023,11,10,10,50,59.00,22.00
2023,11,10,10,51,1.00,22.00
2023,11,10,10,51,2.00,22.00
2023,11,10,10,51,4.00,22.00
2023,11,10,10,51,5.00,22.00
2023,11,10,10,51,6.00,22.00
2023,11,10,10,51,8.00,22.00
2023,11,10,10,51,9.00,22.00
2023,11,10,10,51,32.00,22.00
2023,11,10,10,51,34.00,22.00
2023,11,10,10,51,37.00,22.00
2023,11,10,10,51,41.00,22.00
2023,11,10,10,51,41.00,22.00
2023,11,10,10,51,41.00,22.00
2023,11,10,10,51,43.00,22.00
2023,11,10,10,51,46.00,22.00
2023,11,10,10,51,48.00,22.00
2023,11,10,10,51,50.00,22.00
2023,11,10,10,51,53.00,23.00
2023,11,10,10,51,55.00,22.00
2023,11,10,10,51,57.00,23.00
2023,11,10,10,51,59.00,23.00
2023,11,10,10,52,2.00,22.00
2023,11,10,10,52,4.00,23.00
2023,11,10,10,52,6.00,23.00
2023,11,10,10,52,8.00,22.00
2023,11,10,10,52,11.00,23.00
2023,11,10,10,52,13.00,23.00
2023,11,10,10,52,15.00,23.00
2023,11,10,10,52,18.00,23.00
2023,11,10,10,52,20.00,23.00
2023,11,10,10,52,22.00,23.00
2023,11,10,10,52,24.00,23.00
2023,11,10,10,52,27.00,23.00
2023,11,10,10,52,29.00,23.00
2023,11,10,10,52,31.00,23.00
2023,11,10,10,52,34.00,23.00
2023,11,10,10,52,36.00,23.00
2023,11,10,10,53,9.00,23.00
2023,11,10,10,53,20.00,23.00
2023,11,10,10,53,32.00,23.00
2023,11,10,10,53,56.00,23.00
2023,11,10,10,54,7.00,23.00
2023,11,10,10,54,19.00,22.00
2023,11,10,10,57,54.00,22.00
2023,11,10,10,58,6.00,22.00
2023,11,10,10,58,17.00,22.00
2023,11,10,10,58,29.00,22.00
2023,11,10,10,58,41.00,22.00
2023,11,10,10,58,53.00,22.00
2023,11,10,10,59,21.00,22.00
2023,11,10,10,59,24.00,22.00
2023,11,10,10,59,26.00,22.00
2023,11,10,10,59,29.00,22.00
2023,11,10,10,59,32.00,22.00
2023,11,10,10,59,34.00,22.00
2023,11,10,10,59,37.00,22.00
2023,11,10,10,59,39.00,22.00
2023,11,10,10,59,42.00,22.00
2023,11,10,10,59,44.00,22.00
2023,11,10,10,59,47.00,22.00
2023,11,10,10,59,49.00,22.00
2023,11,10,10,59,52.00,22.00
2023,11,10,10,59,54.00,23.00
2023,11,10,10,59,57.00,22.00
2023,11,10,10,59,59.00,22.00
2023,11,10,11,0,2.00,23.00
2023,11,10,11,0,5.00,22.00
2023,11,10,11,0,7.00,23.00
2023,11,10,11,0,10.00,23.00
2023,11,10,11,0,12.00,22.00
2023,11,10,11,0,15.00,22.00
2023,11,10,11,0,17.00,23.00
2023,11,10,11,0,20.00,22.00
2023,11,10,11,0,22.00,22.00
2023,11,10,11,0,25.00,22.00
2023,11,10,11,0,27.00,22.00
2023,11,10,11,0,30.00,22.00
2023,11,10,11,0,32.00,23.00
2023,11,10,11,0,35.00,22.00
2023,11,10,11,0,38.00,23.00
2023,11,10,11,0,43.00,22.00
2023,11,10,11,0,45.00,22.00
2023,11,10,11,0,48.00,22.00
2023,11,10,11,0,50.00,22.00
2023,11,10,11,0,53.00,22.00
2023,11,10,11,0,55.00,22.00
2023,11,10,11,0,58.00,22.00
2023,11,10,11,1,0.00,22.00
2023,11,10,11,1,3.00,22.00
2023,11,10,11,1,5.00,22.00
2023,11,10,11,1,8.00,23.00
2023,11,10,11,1,10.00,23.00
2023,11,10,11,1,13.00,22.00
2023,11,10,11,1,16.00,23.00
2023,11,10,11,1,18.00,22.00
2023,11,10,11,1,21.00,23.00
2023,11,10,11,1,23.00,22.00
2023,11,10,11,1,27.00,23.00
2023,11,10,11,1,28.00,23.00
2023,11,10,11,1,31.00,22.00
2023,11,10,11,1,33.00,22.00
2023,11,10,11,1,36.00,23.00
2023,11,10,11,1,38.00,22.00
2023,11,10,11,1,41.00,22.00
2023,11,10,11,1,43.00,23.00
2023,11,10,11,1,46.00,23.00
2023,11,10,11,1,49.00,22.00
2023,11,10,11,1,51.00,23.00
2023,11,10,11,1,54.00,22.00
2023,11,10,11,1,56.00,22.00
2023,11,10,11,1,59.00,22.00
2023,11,10,11,2,1.00,22.00
2023,11,10,11,2,4.00,23.00
2023,11,10,11,2,6.00,22.00
2023,11,10,11,2,9.00,22.00
2023,11,10,11,2,11.00,22.00
2023,11,10,11,2,14.00,23.00
2023,11,10,11,2,16.00,22.00
2023,11,10,11,2,19.00,22.00
2023,11,10,11,2,22.00,22.00
2023,11,10,11,2,24.00,22.00
2023,11,10,11,2,27.00,22.00
2023,11,10,11,2,29.00,22.00
2023,11,10,11,2,32.00,22.00
2023,11,10,11,2,34.00,22.00
2023,11,10,11,2,37.00,22.00
2023,11,10,11,2,39.00,22.00
2023,11,10,11,2,42.00,22.00
2023,11,10,11,2,44.00,22.00
2023,11,10,11,2,47.00,22.00
2023,11,10,11,2,49.00,22.00
2023,11,10,11,2,52.00,22.00
2023,11,10,11,2,55.00,22.00
2023,11,10,11,2,57.00,22.00
2023,11,10,11,3,0.00,22.00
2023,11,10,11,3,2.00,22.00
2023,11,10,11,3,5.00,22.00
2023,11,10,11,3,7.00,22.00
2023,11,10,11,3,10.00,22.00
2023,11,10,11,3,12.00,22.00
2023,11,10,11,3,15.00,22.00
2023,11,10,11,3,17.00,22.00
2023,11,10,11,3,20.00,23.00
2023,11,10,11,3,22.00,22.00
2023,11,10,11,3,25.00,22.00
2023,11,10,11,3,28.00,22.00
2023,11,10,11,3,30.00,22.00
